number_of_rooms,district,structure_type,year_of_construction,floor,area,quality,price
3.0,2,3,1994.0,6.0,73.0,3,54000000.0
2.0,1,1,1985.0,5.0,56.0,3,52000000.0
1.0,6,2,2020.0,13.0,40.0,3,28500000.0
1.0,1,1,2016.0,4.0,33.0,3,30000000.0
1.0,0,2,2012.0,5.0,45.4,3,27900000.0
3.0,2,3,1987.0,4.0,68.0,3,50000000.0
3.0,6,2,2014.0,3.0,87.0,3,59000000.0
2.0,5,2,2017.0,4.0,71.0,3,52700000.0
2.0,7,2,1988.0,3.0,57.0,3,30000000.0
2.0,3,2,2012.0,5.0,100.9,3,136000000.0
3.0,6,2,2012.0,14.0,128.0,3,50000000.0
5.0,2,2,2012.0,14.0,200.0,3,210000000.0
2.0,3,3,1987.0,8.0,46.9,1,38300000.0
2.0,3,3,1979.0,4.0,51.4,3,47000000.0
4.0,1,1,1989.0,2.0,110.0,3,71000000.0
2.0,3,3,1962.0,4.0,45.0,3,35000000.0
1.0,1,1,1982.0,5.0,34.0,3,31500000.0
3.0,5,2,1994.0,7.0,70.0,3,75000000.0
3.0,0,0,2015.0,5.0,88.6,3,38900000.0
4.0,3,2,2015.0,10.0,113.0,3,100000000.0
3.0,3,3,1988.0,2.0,70.0,3,55000000.0
3.0,0,2,2018.0,1.0,75.0,1,29999000.0
2.0,3,2,2015.0,13.0,54.0,3,56000000.0
4.0,5,1,1993.0,1.0,82.0,1,85000000.0
3.0,3,3,1982.0,2.0,73.0,3,53990000.0
4.0,5,2,2017.0,5.0,175.0,3,235000000.0
2.0,2,2,2008.0,17.0,54.7,3,36000000.0
1.0,0,2,2022.0,5.0,44.5,4,18000000.0
2.0,5,2,2019.0,2.0,57.8,3,30500000.0
2.0,3,3,1972.0,3.0,45.3,3,38000000.0
3.0,6,2,2023.0,7.0,77.0,3,44000000.0
1.0,5,1,1989.0,5.0,36.0,3,48000000.0
1.0,6,2,2019.0,8.0,38.0,3,22500000.0
1.0,2,1,1979.0,5.0,18.0,3,14000000.0
2.0,6,2,2022.0,4.0,49.0,3,26000000.0
3.0,4,2,2022.0,6.0,68.8,3,48000000.0
3.0,3,2,2015.0,4.0,150.0,3,127000000.0
1.0,0,2,2022.0,4.0,38.5,4,18000000.0
1.0,6,2,2022.0,3.0,48.0,3,25000000.0
3.0,0,2,2022.0,5.0,75.0,4,29500000.0
2.0,1,2,2022.0,4.0,45.0,3,53000000.0
3.0,3,2,2016.0,6.0,145.0,3,149000000.0
3.0,5,2,2012.0,7.0,125.0,3,135000000.0
3.0,3,3,1971.0,1.0,59.0,3,33000000.0
2.0,3,2,2019.0,9.0,63.0,3,79000000.0
6.0,5,2,2012.0,2.0,226.0,3,430000000.0
4.0,1,2,2018.0,2.0,92.0,3,85000000.0
2.0,1,1,1985.0,5.0,59.0,3,43500000.0
1.0,4,2,2018.0,8.0,45.0,3,24500000.0
3.0,3,2,2022.0,1.0,134.0,3,125000000.0
2.0,1,1,1965.0,3.0,45.4,3,59800000.0
2.0,7,0,1962.0,2.0,40.0,3,23000000.0
1.0,3,1,1961.0,4.0,29.8,1,23000000.0
1.0,3,3,1975.0,5.0,31.0,2,25000000.0
1.0,5,1,1971.0,5.0,33.0,1,30500000.0
2.0,3,3,1962.0,1.0,44.7,3,30000000.0
1.0,3,1,1961.0,2.0,29.0,1,22000000.0
3.0,5,2,2019.0,3.0,59.9,3,36000000.0
1.0,6,2,2019.0,4.0,47.0,3,25500000.0
3.0,1,3,1980.0,5.0,65.5,3,44800000.0
3.0,6,2,2021.0,9.0,72.0,3,32000000.0
2.0,3,2,2024.0,3.0,70.7,0,70000000.0
2.0,3,2,2023.0,2.0,53.0,0,41500000.0
4.0,3,3,1971.0,2.0,77.0,3,49500000.0
2.0,3,3,1961.0,2.0,43.0,3,25300000.0
1.0,2,3,1968.0,4.0,32.0,3,23400000.0
2.0,1,2,1990.0,5.0,50.0,3,38500000.0
3.0,3,3,1971.0,4.0,60.0,3,36500000.0
2.0,1,1,1960.0,4.0,52.0,3,29500000.0
2.0,1,1,1961.0,3.0,55.0,2,32000000.0
2.0,1,1,1964.0,2.0,43.0,3,28000000.0
3.0,2,3,1965.0,4.0,60.0,3,33500000.0
5.0,5,2,2004.0,9.0,260.0,3,300000000.0
1.0,2,2,2007.0,1.0,46.0,3,32000000.0
2.0,6,2,2023.0,5.0,54.0,4,22900000.0
3.0,6,2,2022.0,9.0,68.0,3,39000000.0
1.0,2,3,1963.0,2.0,32.4,3,22500000.0
1.0,6,2,2021.0,2.0,41.8,3,25900000.0
1.0,6,2,2019.0,4.0,41.0,3,23500000.0
3.0,2,2,2010.0,5.0,120.0,3,72000000.0
4.0,3,2,2007.0,3.0,159.0,3,185000000.0
3.0,2,2,2009.0,10.0,93.4,3,62000000.0
3.0,2,3,1976.0,2.0,72.0,3,38000000.0
2.0,3,2,2018.0,12.0,70.7,3,60000000.0
3.0,2,3,1991.0,2.0,70.8,3,55000000.0
3.0,7,2,2021.0,2.0,92.0,3,52500000.0
2.0,5,3,1969.0,5.0,62.0,3,73000000.0
1.0,1,3,1995.0,8.0,40.9,3,31500000.0
2.0,0,2,2018.0,4.0,69.0,3,33000000.0
2.0,1,3,1973.0,3.0,43.0,3,31500000.0
1.0,3,2,2019.0,5.0,38.3,3,37000000.0
2.0,3,3,1971.0,4.0,45.0,1,29500000.0
2.0,7,2,2021.0,10.0,70.0,3,37000000.0
3.0,1,3,1982.0,1.0,70.0,3,52000000.0
3.0,3,2,2014.0,16.0,123.5,3,130000000.0
3.0,3,1,1986.0,2.0,72.0,3,71000000.0
3.0,2,1,1974.0,5.0,87.8,3,52000000.0
1.0,1,2,2020.0,7.0,44.0,3,33500000.0
1.0,2,3,1976.0,4.0,21.5,1,14000000.0
3.0,3,2,2013.0,13.0,92.8,3,89800000.0
2.0,4,2,2007.0,7.0,68.0,3,34999000.0
1.0,5,3,1974.0,2.0,37.0,2,27000000.0
3.0,3,3,1976.0,1.0,56.5,3,38400000.0
2.0,7,1,1976.0,1.0,57.3,3,32000000.0
1.0,6,2,2018.0,4.0,47.0,3,29000000.0
4.0,3,3,1971.0,1.0,75.0,3,57000000.0
3.0,5,2,2008.0,7.0,167.0,3,140000000.0
4.0,5,1,1967.0,2.0,90.0,3,69000000.0
1.0,5,3,1975.0,6.0,50.0,3,43000000.0
1.0,6,2,2023.0,2.0,21.02,4,13499999.0
2.0,3,2,2022.0,7.0,50.0,3,43700000.0
1.0,2,1,1969.0,3.0,17.6,1,11300000.0
2.0,3,3,1977.0,4.0,46.0,3,42000000.0
3.0,3,3,1977.0,2.0,60.0,3,40500000.0
2.0,1,2,2020.0,10.0,65.0,3,69900000.0
2.0,1,2,2023.0,6.0,53.0,4,44000000.0
2.0,2,3,1968.0,1.0,43.0,2,26000000.0
2.0,1,1,1981.0,3.0,56.0,3,42500000.0
2.0,3,2,2019.0,4.0,62.0,3,62000000.0
1.0,0,2,2015.0,3.0,30.0,4,14200000.0
4.0,3,2,2019.0,3.0,127.0,3,143000000.0
3.0,3,1,2018.0,1.0,82.0,3,83000000.0
1.0,6,1,1988.0,3.0,31.8,3,17999990.0
1.0,2,3,1972.0,1.0,32.0,3,25000000.0
3.0,2,3,1962.0,1.0,57.9,3,38000000.0
3.0,3,2,2015.0,8.0,130.0,3,107000000.0
1.0,7,2,2023.0,5.0,45.0,4,23000000.0
1.0,1,1,1977.0,1.0,35.0,3,28000000.0
3.0,3,2,2019.0,3.0,74.0,3,66999999.0
3.0,1,2,2021.0,2.0,75.0,3,82000000.0
3.0,3,2,2022.0,6.0,115.0,3,160000000.0
3.0,3,1,1978.0,3.0,85.0,3,59000000.0
4.0,1,1,1975.0,2.0,115.0,3,76000000.0
2.0,5,3,1973.0,2.0,42.0,3,34999999.0
2.0,3,2,2015.0,6.0,40.0,3,42000000.0
3.0,2,2,2020.0,8.0,66.0,3,51999990.0
3.0,1,2,2009.0,14.0,125.0,3,63000000.0
1.0,2,2,2007.0,2.0,45.0,3,33000000.0
4.0,3,2,2018.0,9.0,130.0,3,130000000.0
2.0,7,1,1965.0,3.0,44.3,3,25000000.0
5.0,0,1,2007.0,2.0,102.8,1,25000000.0
3.0,2,3,1965.0,4.0,58.0,3,32000000.0
3.0,3,2,2021.0,4.0,96.8,3,94500000.0
1.0,2,2,1983.0,3.0,39.0,1,26000000.0
1.0,4,2,2008.0,6.0,38.0,3,14000000.0
3.0,4,3,1985.0,5.0,67.0,3,35000000.0
3.0,3,1,1978.0,3.0,85.0,3,59000000.0
4.0,3,2,2009.0,11.0,150.0,3,98000000.0
1.0,1,3,1978.0,5.0,18.0,3,10999999.0
1.0,2,1,1994.0,1.0,35.4,3,33000000.0
3.0,6,1,1991.0,5.0,73.0,3,35500000.0
6.0,3,2,2018.0,2.0,250.0,0,262350000.0
4.0,3,2,2018.0,3.0,180.0,4,188496000.0
3.0,3,2,2018.0,2.0,151.1,4,152790000.0
2.0,3,2,2018.0,2.0,86.1,4,90163920.0
2.0,3,2,2023.0,2.0,47.0,3,48200000.0
3.0,1,2,2022.0,14.0,82.0,3,76000000.0
5.0,3,2,2015.0,13.0,240.0,3,490000000.0
2.0,3,3,1966.0,1.0,44.0,3,29000000.0
2.0,3,2,2015.0,15.0,62.4,3,55000000.0
1.0,6,2,2022.0,1.0,43.4,0,18800000.0
1.0,6,2,2023.0,8.0,30.0,3,19999999.0
4.0,4,2,2009.0,1.0,100.0,3,60000000.0
2.0,5,1,1991.0,2.0,50.0,3,50000000.0
2.0,0,2,2017.0,4.0,64.4,3,31500000.0
3.0,2,2,2006.0,7.0,104.0,3,72000000.0
2.0,1,3,1976.0,4.0,42.0,3,35500000.0
1.0,6,2,2023.0,9.0,26.0,4,13000000.0
5.0,5,2,2023.0,3.0,250.0,0,250000000.0
4.0,4,1,1977.0,2.0,91.1,1,95000000.0
2.0,0,2,2023.0,5.0,47.0,3,26150000.0
3.0,1,1,1956.0,1.0,102.0,3,72500000.0
3.0,1,1,1975.0,5.0,68.5,3,50000000.0
1.0,2,1,1978.0,1.0,22.0,3,14400000.0
3.0,3,3,1986.0,7.0,75.0,3,59000000.0
3.0,5,2,2019.0,4.0,68.0,4,39000000.0
2.0,6,2,2021.0,7.0,50.0,3,27500000.0
2.0,3,2,2018.0,1.0,60.0,3,62000000.0
1.0,5,3,1974.0,3.0,32.0,3,34000000.0
4.0,5,2,2022.0,3.0,116.0,0,115990000.0
3.0,1,3,1973.0,5.0,59.0,3,41500000.0
5.0,3,2,2022.0,1.0,191.0,4,145000000.0
4.0,3,2,2021.0,14.0,140.0,3,170000000.0
2.0,2,3,1987.0,5.0,56.0,3,35800000.0
1.0,1,1,1976.0,5.0,17.7,3,14700000.0
2.0,2,2,2018.0,1.0,56.5,3,37500000.0
2.0,0,2,2023.0,1.0,60.0,3,41000000.0
1.0,7,1,1998.0,3.0,34.0,3,21000000.0
1.0,6,2,2022.0,7.0,35.0,4,18000000.0
4.0,6,2,2013.0,7.0,110.0,3,73000000.0
3.0,5,0,2023.0,1.0,71.0,0,42000000.0
1.0,0,2,2020.0,4.0,20.0,3,13000000.0
3.0,5,0,1974.0,6.0,97.2,1,85000000.0
4.0,1,2,2007.0,9.0,137.0,3,94900000.0
3.0,1,2,2011.0,9.0,58.0,3,39999999.0
4.0,1,2,2023.0,10.0,120.62,4,97000000.0
2.0,0,2,2015.0,2.0,47.0,4,19000000.0
1.0,2,3,1989.0,3.0,40.0,3,31000000.0
3.0,0,2,2019.0,3.0,75.0,3,36000000.0
1.0,1,1,1964.0,2.0,30.0,3,25500000.0
1.0,2,2,2006.0,9.0,52.7,3,29999990.0
1.0,2,1,1972.0,4.0,23.0,3,14900000.0
2.0,1,1,1961.0,3.0,50.0,3,44000000.0
2.0,0,2,2018.0,2.0,67.0,3,35999990.0
1.0,2,3,1993.0,1.0,32.0,1,21500000.0
2.0,3,3,1988.0,2.0,55.9,3,42000000.0
3.0,1,1,1989.0,2.0,74.9,3,47500000.0
4.0,3,2,2016.0,12.0,135.0,3,99999999.0
2.0,5,2,2023.0,7.0,49.0,0,22000000.0
1.0,6,2,2023.0,1.0,52.0,3,27000000.0
2.0,4,3,1982.0,4.0,44.8,3,32000000.0
3.0,1,2,2015.0,8.0,89.4,3,59000000.0
3.0,3,2,2024.0,4.0,75.0,4,45000000.0
2.0,3,2,2024.0,5.0,45.0,4,32000000.0
2.0,1,1,1980.0,2.0,61.2,3,71200000.0
3.0,3,3,1976.0,4.0,59.1,3,40500000.0
1.0,6,2,2023.0,3.0,37.0,4,18500000.0
1.0,1,2,2024.0,4.0,29.0,4,17500000.0
2.0,3,2,2019.0,1.0,65.0,3,56000000.0
2.0,0,2,2017.0,2.0,56.0,3,28700000.0
3.0,5,2,2010.0,3.0,135.0,3,118000000.0
3.0,2,3,1974.0,4.0,62.0,3,35500000.0
2.0,2,3,1968.0,3.0,44.4,1,25500000.0
2.0,4,2,2019.0,9.0,63.0,4,31900000.0
2.0,2,3,1981.0,1.0,43.0,3,28500000.0
2.0,2,3,1974.0,4.0,43.0,3,24500000.0
3.0,0,2,2014.0,4.0,73.9,3,35900000.0
3.0,3,1,1982.0,1.0,65.0,1,43000000.0
2.0,7,1,1996.0,4.0,52.0,3,26500000.0
2.0,1,2,2016.0,7.0,85.0,3,42350000.0
3.0,5,2,2023.0,3.0,299.0,3,1130000000.0
4.0,3,2,2019.0,3.0,120.0,0,143000000.0
4.0,3,2,2016.0,1.0,173.0,3,195000000.0
5.0,5,2,2016.0,12.0,288.0,0,201000000.0
5.0,3,2,2004.0,14.0,170.9,3,125000000.0
5.0,6,2,2022.0,1.0,197.0,0,145000000.0
4.0,6,2,2022.0,3.0,172.0,0,126000000.0
3.0,1,2,2019.0,13.0,97.0,3,82000000.0
4.0,3,2,2023.0,4.0,183.0,0,320000000.0
4.0,5,2,2019.0,3.0,214.0,0,207000000.0
3.0,0,2,2023.0,4.0,78.0,3,40000000.0
2.0,2,3,1990.0,2.0,58.0,3,34000000.0
2.0,3,1,1979.0,3.0,56.0,3,37700000.0
2.0,4,2,2005.0,3.0,60.0,3,60000000.0
3.0,0,2,2013.0,3.0,89.0,1,42000000.0
2.0,1,2,2023.0,8.0,47.0,3,42500000.0
3.0,1,2,2003.0,3.0,79.0,3,58000000.0
2.0,1,1,2016.0,10.0,47.0,3,42000000.0
3.0,1,2,2023.0,4.0,110.0,3,92000000.0
2.0,7,1,1967.0,1.0,43.0,3,25000000.0
2.0,5,2,2021.0,4.0,52.0,3,35000000.0
1.0,5,1,1988.0,4.0,35.0,3,32100000.0
2.0,5,2,2022.0,10.0,87.0,0,57000000.0
1.0,1,1,1985.0,3.0,44.0,3,35000000.0
3.0,3,3,1980.0,3.0,65.4,2,41900000.0
2.0,2,3,1982.0,3.0,55.4,2,33000000.0
3.0,1,3,1976.0,4.0,60.3,2,39900000.0
3.0,1,1,1955.0,3.0,85.0,3,76000000.0
2.0,3,2,2015.0,14.0,103.0,3,83888888.0
2.0,6,2,2012.0,7.0,75.0,3,45888888.0
3.0,3,2,2023.0,18.0,97.0,4,92000000.0
2.0,3,1,1965.0,1.0,41.0,3,32500000.0
4.0,3,0,2010.0,3.0,170.0,3,145000000.0
4.0,5,2,2008.0,19.0,143.0,3,90500000.0
3.0,7,1,1976.0,2.0,65.0,3,40000000.0
2.0,3,2,2021.0,2.0,57.0,0,36000000.0
1.0,0,2,2011.0,4.0,39.0,3,25950000.0
2.0,6,1,1970.0,3.0,49.0,1,21000000.0
1.0,2,2,2024.0,5.0,43.9,3,29500000.0
4.0,5,2,2009.0,2.0,226.0,3,430000000.0
2.0,3,3,1970.0,3.0,45.0,3,36700000.0
3.0,1,3,1977.0,5.0,65.9,3,42850000.0
2.0,2,2,2001.0,4.0,55.0,3,32000000.0
2.0,4,1,1952.0,1.0,37.0,1,15000000.0
2.0,6,2,2023.0,10.0,61.0,4,33000000.0
1.0,4,2,2008.0,6.0,40.0,3,20599999.0
1.0,5,2,2017.0,2.0,48.0,3,67500000.0
3.0,3,2,2005.0,13.0,168.5,3,95000000.0
3.0,3,3,1977.0,1.0,62.0,3,42000000.0
3.0,1,2,2018.0,6.0,84.0,3,79500000.0
1.0,2,3,1985.0,4.0,33.0,3,23100000.0
1.0,6,2,2020.0,2.0,40.0,3,24000000.0
2.0,2,2,2017.0,4.0,48.0,3,39000000.0
1.0,0,2,2019.0,8.0,30.0,3,18000000.0
1.0,3,3,1974.0,3.0,33.0,3,28900000.0
1.0,0,2,2017.0,2.0,41.0,3,24000000.0
4.0,1,1,1996.0,6.0,110.4,3,86000000.0
2.0,1,2,2023.0,11.0,70.23,4,52000000.0
2.0,7,3,1990.0,3.0,54.0,3,30000000.0
2.0,3,2,2016.0,2.0,45.0,3,26500000.0
3.0,3,2,2020.0,9.0,105.0,3,108000000.0
3.0,2,2,2015.0,2.0,88.0,3,69000000.0
1.0,0,2,2015.0,3.0,30.0,3,16500000.0
1.0,0,2,2011.0,3.0,43.0,3,23000000.0
1.0,7,1,1992.0,4.0,35.3,3,22500000.0
3.0,2,3,1972.0,3.0,58.3,2,32000000.0
4.0,5,3,1980.0,2.0,75.0,3,54000000.0
2.0,4,3,1975.0,2.0,46.0,3,17000000.0
1.0,3,2,2016.0,8.0,46.3,3,40000000.0
1.0,3,3,1975.0,4.0,33.0,3,36000000.0
3.0,1,3,1970.0,2.0,62.0,2,32500000.0
5.0,5,2,2002.0,3.0,270.0,3,250000000.0
2.0,1,2,2012.0,11.0,64.0,1,39000000.0
1.0,1,3,1982.0,2.0,20.2,3,15500000.0
2.0,1,3,1979.0,4.0,60.0,3,43200000.0
3.0,1,1,1963.0,3.0,53.0,3,45000000.0
3.0,1,1,1961.0,3.0,76.0,3,60900000.0
1.0,0,2,2019.0,3.0,30.0,3,18500000.0
3.0,1,3,1994.0,1.0,71.3,3,42500000.0
3.0,3,3,1992.0,5.0,70.0,3,46600000.0
3.0,2,2,2018.0,7.0,68.0,3,45000000.0
1.0,0,2,2011.0,3.0,30.0,3,16500000.0
2.0,1,2,2012.0,7.0,63.0,3,37000000.0
2.0,3,2,2019.0,13.0,55.0,3,53000000.0
3.0,1,1,1981.0,5.0,75.0,1,45000000.0
2.0,3,2,2019.0,1.0,57.8,3,51000000.0
1.0,2,1,1978.0,3.0,40.6,1,22500000.0
1.0,6,2,2023.0,6.0,35.0,3,24000000.0
3.0,2,3,1969.0,1.0,59.0,3,39000000.0
3.0,3,2,2019.0,9.0,76.4,3,79900000.0
1.0,1,1,1981.0,5.0,12.5,1,9000000.0
2.0,0,2,2014.0,9.0,66.0,1,26000000.0
1.0,3,3,1976.0,5.0,33.0,2,24000000.0
3.0,6,2,2022.0,8.0,96.9,3,48000000.0
3.0,0,3,1985.0,2.0,62.0,1,32000000.0
3.0,2,2,2012.0,3.0,115.0,3,123000000.0
3.0,5,3,1978.0,5.0,70.0,3,54990000.0
1.0,3,1,1961.0,1.0,31.0,3,21900000.0
3.0,2,2,2019.0,8.0,88.0,3,51000000.0
3.0,1,3,1978.0,5.0,60.0,3,40500000.0
2.0,3,0,2021.0,3.0,80.0,3,85000000.0
4.0,2,3,1990.0,5.0,82.0,1,45000000.0
1.0,2,3,1982.0,1.0,40.0,3,24500000.0
3.0,1,1,1982.0,2.0,83.0,3,59900000.0
2.0,3,2,2023.0,4.0,72.2,4,76000000.0
3.0,1,2,2021.0,5.0,95.0,3,67000000.0
2.0,3,3,1975.0,1.0,41.5,1,30500000.0
2.0,2,3,1964.0,2.0,43.8,1,28500000.0
3.0,3,2,2022.0,17.0,61.1,3,57000000.0
4.0,3,1,1996.0,3.0,165.0,3,118000000.0
1.0,3,1,1963.0,2.0,31.0,3,26500000.0
3.0,5,2,2012.0,7.0,127.0,3,135000000.0
4.0,5,2,2017.0,12.0,126.0,4,73000000.0
2.0,3,3,1976.0,2.0,42.0,3,34000000.0
3.0,3,2,2019.0,5.0,90.0,4,64000000.0
3.0,1,3,1980.0,2.0,67.0,3,45000000.0
4.0,2,3,1968.0,3.0,75.0,3,50000000.0
1.0,0,1,1990.0,2.0,26.0,3,12900000.0
3.0,1,3,1978.0,4.0,67.0,1,40000000.0
2.0,2,3,1972.0,3.0,36.0,3,20000000.0
2.0,1,2,2023.0,12.0,45.0,3,49195000.0
3.0,6,2,2015.0,6.0,71.0,3,42000000.0
2.0,7,3,1984.0,3.0,53.3,3,34000000.0
3.0,6,2,2010.0,8.0,89.0,3,45000000.0
2.0,1,3,1984.0,2.0,56.0,3,43000000.0
3.0,3,3,1974.0,3.0,59.0,3,43500000.0
3.0,1,2,2007.0,6.0,120.0,3,83000000.0
3.0,3,3,1992.0,1.0,82.0,3,61500000.0
1.0,1,2,2014.0,1.0,20.0,3,20000000.0
4.0,1,3,1999.0,9.0,95.0,3,68000000.0
1.0,4,2,2006.0,4.0,40.0,3,25000000.0
1.0,7,1,1972.0,2.0,31.0,1,19000000.0
3.0,5,1,1987.0,5.0,90.0,2,69500000.0
1.0,6,2,2019.0,9.0,48.0,3,23000000.0
2.0,3,2,2015.0,5.0,50.4,3,48000000.0
2.0,3,2,2012.0,15.0,84.0,3,142000000.0
3.0,7,1,1987.0,2.0,64.8,1,35500000.0
3.0,1,1,1966.0,3.0,73.7,3,54000000.0
2.0,6,1,2023.0,3.0,84.0,0,27000000.0
3.0,5,1,1955.0,2.0,109.1,3,85000000.0
2.0,5,2,2017.0,7.0,57.0,3,50000000.0
1.0,1,2,2023.0,8.0,38.5,4,29000000.0
3.0,0,2,2019.0,10.0,72.0,3,41500000.0
2.0,7,2,2008.0,1.0,63.0,3,31550000.0
2.0,6,2,2012.0,16.0,93.0,3,39500000.0
2.0,5,3,1971.0,2.0,46.0,3,21500000.0
3.0,7,2,2016.0,6.0,75.3,3,38000000.0
3.0,5,2,2008.0,4.0,149.0,3,120000000.0
1.0,1,1,1984.0,5.0,33.0,1,26000000.0
2.0,6,2,2023.0,1.0,52.9,4,23500000.0
3.0,5,1,1983.0,1.0,74.0,3,68000000.0
1.0,1,3,1981.0,5.0,33.0,3,27000000.0
3.0,5,1,1970.0,4.0,83.1,2,65000000.0
4.0,3,1,1995.0,5.0,109.0,3,74300000.0
2.0,3,2,2015.0,7.0,63.5,3,53000000.0
3.0,1,1,1960.0,3.0,69.8,1,59700000.0
3.0,2,2,2012.0,8.0,85.3,3,48700000.0
2.0,1,3,1980.0,4.0,52.0,1,33500000.0
4.0,3,2,2008.0,1.0,131.0,3,120000000.0
1.0,1,3,1987.0,1.0,36.4,1,25500000.0
4.0,3,2,2010.0,15.0,140.0,3,87000000.0
3.0,1,2,1963.0,6.0,84.0,3,82500000.0
1.0,2,3,1966.0,2.0,14.0,1,11600000.0
3.0,7,2,2022.0,1.0,74.0,3,40000000.0
3.0,6,1,1985.0,3.0,69.0,3,38000000.0
1.0,3,3,1980.0,1.0,30.6,3,23400000.0
1.0,0,2,2018.0,7.0,26.0,3,19999999.0
3.0,7,2,2017.0,4.0,76.0,3,45500000.0
2.0,3,2,2019.0,4.0,57.0,3,60000000.0
3.0,2,2,2018.0,9.0,54.0,3,49000000.0
3.0,3,3,1983.0,4.0,57.0,3,46500000.0
1.0,4,1,1987.0,2.0,35.2,1,21500000.0
1.0,0,2,2018.0,5.0,36.0,3,24999000.0
1.0,6,2,2019.0,7.0,28.0,3,19200000.0
3.0,1,1,1969.0,3.0,68.0,2,45000000.0
4.0,6,2,2012.0,8.0,145.0,3,55000000.0
2.0,2,3,1991.0,4.0,60.0,3,43000000.0
1.0,6,2,2014.0,9.0,45.0,3,23700000.0
3.0,7,0,2016.0,13.0,100.0,4,27000000.0
1.0,5,1,1972.0,2.0,32.0,3,26000000.0
4.0,3,1,1995.0,5.0,115.0,3,110000000.0
2.0,3,2,2021.0,12.0,86.0,3,105000000.0
3.0,6,2,2011.0,2.0,112.6,3,64000000.0
2.0,3,2,2023.0,14.0,55.7,4,36500000.0
3.0,3,3,1976.0,7.0,70.3,3,60000000.0
5.0,5,1,2000.0,1.0,200.0,3,280000000.0
1.0,3,2,2016.0,4.0,27.0,3,21000000.0
2.0,3,3,1972.0,4.0,44.0,3,32500000.0
3.0,3,2,2009.0,17.0,90.0,3,67500000.0
3.0,3,2,2013.0,2.0,101.6,3,85000000.0
1.0,3,2,2019.0,5.0,40.0,3,36500000.0
4.0,6,2,2019.0,5.0,78.0,3,34000000.0
3.0,3,2,2013.0,2.0,88.0,4,66000000.0
3.0,5,2,1978.0,4.0,71.0,3,87000000.0
2.0,2,2,2016.0,15.0,54.0,3,35500000.0
3.0,3,2,2016.0,6.0,124.0,3,108000000.0
2.0,5,2,2022.0,5.0,59.3,3,44500000.0
3.0,0,2,2019.0,14.0,75.0,3,45000000.0
3.0,3,2,2012.0,5.0,130.3,3,122000000.0
2.0,3,2,2009.0,2.0,50.0,3,45500000.0
2.0,4,3,1978.0,2.0,38.0,3,18500000.0
2.0,0,2,2019.0,5.0,55.0,3,30000000.0
2.0,3,2,2022.0,4.0,67.7,4,61500000.0
3.0,6,2,2023.0,8.0,70.0,3,40500000.0
2.0,0,2,2019.0,12.0,60.0,3,30000000.0
3.0,2,3,1992.0,6.0,72.6,3,54500000.0
2.0,5,2,2017.0,5.0,64.0,3,62000000.0
2.0,6,2,2012.0,1.0,110.3,3,34500000.0
2.0,4,1,2019.0,1.0,60.0,3,23000000.0
1.0,3,2,2024.0,5.0,39.0,4,31000000.0
3.0,1,3,1984.0,5.0,60.0,3,38300000.0
2.0,3,1,1979.0,3.0,56.0,3,37900000.0
4.0,2,3,1968.0,4.0,75.0,2,33000000.0
2.0,3,2,2017.0,9.0,75.0,3,65000000.0
2.0,1,2,2007.0,2.0,102.0,3,71000000.0
2.0,2,2,2018.0,4.0,41.2,3,29800000.0
2.0,5,1,1965.0,2.0,45.0,3,42000000.0
3.0,1,3,1980.0,4.0,75.0,3,43000000.0
2.0,0,2,2023.0,7.0,48.0,3,29500000.0
2.0,1,3,1988.0,8.0,60.0,3,40500000.0
2.0,2,2,2023.0,4.0,69.0,4,41500000.0
2.0,5,1,1984.0,4.0,77.0,3,56000000.0
1.0,3,2,2017.0,1.0,40.0,3,35000000.0
4.0,5,2,1991.0,4.0,79.0,1,65000000.0
3.0,1,1,1971.0,3.0,70.9,3,60000000.0
3.0,1,3,1974.0,2.0,62.0,1,41000000.0
3.0,5,1,1972.0,4.0,66.0,3,56500000.0
2.0,1,2,2011.0,16.0,64.0,1,35000000.0
1.0,4,3,1985.0,5.0,32.0,1,18500000.0
3.0,2,2,1993.0,6.0,67.0,3,33000000.0
5.0,3,1,1980.0,4.0,101.0,3,69000000.0
3.0,1,3,1972.0,6.0,80.0,3,99990000.0
1.0,3,3,1977.0,5.0,40.0,3,30500000.0
1.0,0,2,2011.0,3.0,30.0,3,16800000.0
2.0,1,3,1972.0,4.0,45.0,3,34000000.0
1.0,2,3,1975.0,4.0,31.0,3,23000000.0
1.0,3,3,1989.0,9.0,40.0,1,30500000.0
3.0,7,1,1989.0,3.0,67.0,3,41000000.0
2.0,2,2,2017.0,2.0,68.6,3,50000000.0
2.0,0,2,2012.0,12.0,67.0,3,45000000.0
3.0,5,2,2011.0,8.0,92.4,3,65000000.0
3.0,3,2,2015.0,7.0,101.1,3,89999000.0
2.0,1,1,1990.0,2.0,55.8,3,48500000.0
3.0,3,2,2022.0,1.0,100.0,3,74000000.0
3.0,1,3,1978.0,2.0,65.6,3,42000000.0
1.0,0,2,2023.0,6.0,46.1,3,24800000.0
2.0,1,2,2022.0,8.0,60.0,3,78000000.0
2.0,1,2,2016.0,6.0,90.0,3,64500000.0
1.0,2,3,1965.0,2.0,18.0,3,10600000.0
3.0,5,2,2009.0,5.0,118.0,3,65000000.0
2.0,1,3,1974.0,5.0,42.8,3,35000000.0
