number_of_rooms,district,structure_type,year_of_construction,floor,area,quality,price
2.0,2,2,2022.0,7.0,49.8,3,47600000.0
1.0,3,3,1973.0,5.0,32.0,3,25500000.0
2.0,2,3,1969.0,2.0,43.0,2,22700000.0
3.0,5,3,1970.0,3.0,56.0,3,40000000.0
1.0,2,2,2006.0,2.0,52.0,3,27900000.0
4.0,3,2,2021.0,8.0,115.0,3,149000000.0
1.0,2,2,2005.0,6.0,44.0,3,27999000.0
1.0,1,2,2022.0,3.0,32.0,3,29999000.0
3.0,6,1,1986.0,2.0,67.0,3,36000000.0
3.0,2,3,1965.0,3.0,60.0,3,37000000.0
3.0,5,2,2016.0,10.0,148.0,3,110000000.0
1.0,4,1,1995.0,1.0,34.8,3,22000000.0
2.0,3,3,1988.0,4.0,51.0,1,41500000.0
3.0,3,3,1975.0,1.0,59.0,3,35500000.0
1.0,5,2,2021.0,9.0,36.1,3,20000000.0
2.0,3,1,1960.0,4.0,32.0,2,19500000.0
3.0,3,2,2016.0,7.0,105.0,3,88000000.0
1.0,4,2,2008.0,1.0,40.0,3,21000000.0
1.0,3,2,2016.0,1.0,18.0,3,12000000.0
1.0,3,2,2016.0,1.0,24.0,3,14000000.0
3.0,3,3,1973.0,2.0,62.4,3,37500000.0
1.0,2,1,1970.0,4.0,37.4,3,23000000.0
1.0,3,2,2016.0,1.0,18.0,3,12000000.0
4.0,3,2,2023.0,7.0,141.4,4,130000000.0
2.0,4,2,2010.0,2.0,64.0,3,35000000.0
3.0,3,3,1972.0,2.0,62.6,3,45000000.0
1.0,7,1,1989.0,5.0,33.0,2,16000000.0
3.0,3,2,2015.0,2.0,95.0,3,96000000.0
1.0,2,2,2024.0,1.0,46.35,4,23900000.0
2.0,4,2,2012.0,6.0,62.8,3,26500000.0
3.0,1,2,2024.0,1.0,64.0,4,39000000.0
1.0,3,1,1976.0,1.0,22.0,3,16200000.0
3.0,1,1,1984.0,7.0,95.0,3,76000000.0
3.0,2,3,1969.0,3.0,60.0,3,48000000.0
2.0,3,3,1977.0,5.0,55.0,3,38200000.0
3.0,2,3,1971.0,1.0,64.0,3,44000000.0
2.0,3,1,1979.0,4.0,55.5,3,39000000.0
1.0,2,1,1991.0,1.0,36.0,3,25999000.0
1.0,2,3,1968.0,4.0,18.0,1,15000000.0
2.0,1,2,2021.0,7.0,65.0,3,66000000.0
1.0,2,2,2014.0,14.0,50.0,3,36490000.0
3.0,7,3,1973.0,4.0,63.0,2,32000000.0
1.0,0,2,2012.0,5.0,33.0,3,30000000.0
1.0,2,2,2018.0,11.0,36.0,3,29999000.0
2.0,2,3,1964.0,4.0,44.0,3,26500000.0
4.0,2,2,2013.0,7.0,104.0,3,61000000.0
1.0,2,2,2018.0,1.0,43.0,3,35990000.0
1.0,3,1,2010.0,5.0,40.0,3,38500000.0
3.0,3,2,2021.0,6.0,110.0,3,130000000.0
1.0,2,2,2014.0,7.0,47.0,3,29500000.0
1.0,2,2,2014.0,8.0,44.0,3,32990000.0
1.0,1,3,1979.0,5.0,32.0,3,23000000.0
2.0,3,1,1962.0,1.0,41.0,2,23000000.0
3.0,5,1,1979.0,2.0,67.0,3,55000000.0
3.0,3,2,2023.0,3.0,102.0,4,56990000.0
1.0,2,3,1965.0,2.0,17.0,2,11700000.0
2.0,0,2,2019.0,6.0,60.0,1,32000000.0
2.0,2,2,2012.0,10.0,77.0,3,65000000.0
2.0,3,2,2016.0,12.0,57.0,3,57000000.0
2.0,3,2,2021.0,10.0,47.0,3,69000000.0
1.0,1,1,1969.0,2.0,25.0,3,19500000.0
2.0,3,2,2017.0,9.0,75.0,3,65500000.0
2.0,3,2,2012.0,17.0,113.0,3,60000000.0
2.0,3,2,2017.0,9.0,75.0,3,65000000.0
1.0,2,3,1994.0,2.0,42.0,3,29890000.0
3.0,0,2,2016.0,2.0,92.0,3,55000000.0
1.0,2,3,1977.0,2.0,17.0,3,13500000.0
2.0,1,3,1988.0,3.0,54.0,3,32990000.0
1.0,2,3,1985.0,3.0,27.9,1,25000000.0
2.0,0,2,2012.0,2.0,68.3,3,35500000.0
1.0,2,2,1969.0,4.0,13.0,3,9500000.0
2.0,0,1,1992.0,2.0,37.6,3,23000000.0
3.0,2,3,1982.0,1.0,59.0,3,36500000.0
2.0,3,1,1970.0,4.0,48.0,3,29000000.0
1.0,3,2,2023.0,15.0,31.0,0,24890000.0
2.0,2,3,1983.0,2.0,56.0,3,33500000.0
2.0,3,3,1973.0,5.0,43.0,3,28000000.0
1.0,5,2,2021.0,7.0,51.0,3,47000000.0
3.0,2,3,1987.0,1.0,72.0,3,46000000.0
2.0,0,2,2018.0,6.0,67.0,3,35500000.0
2.0,3,3,1972.0,1.0,42.0,1,26990000.0
2.0,2,2,2022.0,7.0,69.0,0,35000000.0
3.0,3,2,2016.0,12.0,55.6,3,56500000.0
2.0,3,1,1963.0,4.0,39.6,1,26500000.0
3.0,0,2,2011.0,5.0,90.0,3,42999999.0
2.0,1,1,1966.0,3.0,40.8,3,32000000.0
3.0,1,1,1988.0,8.0,101.0,3,56555555.0
3.0,6,2,2021.0,2.0,92.0,3,39500000.0
3.0,6,1,2022.0,2.0,84.0,3,80000000.0
3.0,3,2,2010.0,1.0,107.0,3,101000000.0
2.0,1,3,1977.0,4.0,42.0,3,35000000.0
2.0,1,2,2023.0,10.0,41.6,3,58000000.0
3.0,5,1,1978.0,5.0,85.0,3,69500000.0
2.0,1,2,2012.0,1.0,58.0,3,32000000.0
1.0,2,3,1973.0,3.0,12.0,3,12000000.0
4.0,4,3,1983.0,3.0,76.0,3,45000000.0
1.0,2,3,1977.0,1.0,33.0,3,21500000.0
3.0,4,2,2023.0,5.0,118.0,4,65000000.0
2.0,5,1,1972.0,4.0,54.3,3,29000000.0
1.0,2,3,1965.0,4.0,13.5,3,16600000.0
1.0,1,3,1979.0,5.0,33.0,3,26000000.0
1.0,7,2,2021.0,6.0,47.0,3,28000000.0
2.0,3,2,2006.0,4.0,52.0,3,42500000.0
2.0,6,2,2021.0,1.0,60.0,0,25000000.0
3.0,2,3,1983.0,1.0,69.0,3,40500000.0
3.0,3,2,2013.0,14.0,108.0,3,130555333.0
3.0,5,3,1965.0,4.0,59.0,3,25000000.0
3.0,6,2,2020.0,8.0,80.0,3,43000000.0
1.0,2,2,2005.0,6.0,44.0,3,28000000.0
2.0,3,2,2019.0,2.0,80.0,3,99119119.0
2.0,3,2,2009.0,3.0,74.0,3,51000000.0
3.0,2,2,2008.0,16.0,115.2,3,72000000.0
1.0,3,2,2024.0,9.0,39.0,4,29800000.0
1.0,7,2,2020.0,2.0,41.0,3,28500000.0
2.0,3,2,2022.0,4.0,56.4,3,52000000.0
1.0,4,2,2006.0,9.0,48.0,3,28500000.0
3.0,3,2,2022.0,9.0,102.0,4,55000000.0
2.0,2,3,1989.0,7.0,54.0,3,41500000.0
1.0,2,1,1988.0,3.0,32.4,1,22500000.0
1.0,2,3,1968.0,1.0,33.0,3,23500000.0
3.0,0,2,2022.0,7.0,92.0,4,30000000.0
2.0,2,3,1988.0,5.0,54.0,3,36000000.0
3.0,3,2,2021.0,11.0,72.0,3,87000000.0
1.0,2,1,1988.0,3.0,32.0,3,23500000.0
1.0,1,3,1971.0,5.0,24.0,2,14000000.0
1.0,7,1,1975.0,3.0,43.0,1,18000000.0
2.0,3,2,2023.0,2.0,55.0,3,63000000.0
1.0,5,3,2020.0,4.0,26.0,3,19000000.0
1.0,2,2,2019.0,7.0,42.0,3,29000000.0
2.0,3,2,2023.0,11.0,69.0,4,62600000.0
4.0,5,2,2007.0,3.0,175.0,3,260000000.0
2.0,2,3,1989.0,2.0,50.0,3,40000000.0
2.0,0,0,2016.0,1.0,45.0,3,26000000.0
2.0,4,1,2007.0,1.0,45.0,3,20000000.0
3.0,3,2,2014.0,7.0,90.0,3,89000000.0
1.0,2,3,1974.0,1.0,29.3,1,21000000.0
1.0,7,2,2007.0,4.0,34.6,3,27000000.0
1.0,2,3,1994.0,4.0,35.0,3,26290000.0
3.0,6,2,2022.0,2.0,72.0,3,58000000.0
1.0,3,2,2019.0,15.0,56.0,1,50500000.0
3.0,3,2,2019.0,11.0,100.0,3,86000000.0
3.0,1,3,1972.0,5.0,56.0,1,33119119.0
3.0,3,2,2013.0,14.0,108.0,3,130555333.0
2.0,1,2,2023.0,9.0,54.0,4,38500000.0
2.0,4,1,1969.0,1.0,48.0,3,21000000.0
3.0,2,2,2011.0,16.0,125.3,3,82511911.0
3.0,3,2,2008.0,13.0,120.0,3,125000000.0
1.0,1,2,2012.0,8.0,51.8,0,35500000.0
3.0,3,3,1962.0,2.0,58.0,3,33500000.0
1.0,6,2,2023.0,7.0,38.12,3,26000000.0
1.0,0,2,2018.0,8.0,40.0,3,26000000.0
2.0,3,2,2015.0,7.0,63.5,3,53000000.0
1.0,2,2,2002.0,5.0,37.0,1,26000000.0
1.0,2,2,2022.0,2.0,51.0,3,32800000.0
2.0,0,2,2021.0,4.0,58.0,3,35000000.0
1.0,2,3,1975.0,2.0,34.0,3,20000000.0
2.0,2,2,2020.0,5.0,67.2,3,55000000.0
2.0,6,2,2019.0,9.0,50.0,3,24000000.0
1.0,2,1,1974.0,2.0,35.1,3,25500000.0
2.0,3,3,1989.0,2.0,63.0,3,40000000.0
2.0,1,3,1976.0,2.0,43.0,3,37000000.0
2.0,3,2,2019.0,12.0,42.0,4,34800000.0
1.0,7,3,1987.0,1.0,43.0,3,22000000.0
1.0,2,3,1990.0,2.0,40.0,3,26500000.0
1.0,1,3,1993.0,5.0,45.0,3,24000000.0
2.0,2,3,1965.0,1.0,46.7,1,26500000.0
2.0,4,3,1978.0,2.0,34.9,3,22000000.0
1.0,6,2,2022.0,5.0,52.0,0,21500000.0
1.0,4,1,1988.0,2.0,25.0,3,17500000.0
2.0,2,3,1981.0,1.0,43.0,3,28500000.0
4.0,3,2,2019.0,4.0,141.0,3,186000000.0
1.0,3,1,1960.0,4.0,27.0,3,19000000.0
4.0,2,1,1994.0,3.0,111.5,3,58800000.0
3.0,1,2,2018.0,13.0,70.0,3,55500000.0
3.0,1,3,1977.0,4.0,60.0,1,35500000.0
3.0,3,2,2019.0,11.0,100.0,3,86000000.0
2.0,5,2,2016.0,2.0,65.0,4,61800000.0
2.0,2,3,1987.0,2.0,52.0,2,29900000.0
1.0,1,2,2023.0,5.0,39.0,3,27900000.0
2.0,6,2,2019.0,2.0,71.0,3,32000000.0
2.0,4,3,1980.0,5.0,45.0,3,29000000.0
1.0,7,1,1981.0,3.0,39.0,3,24600000.0
2.0,3,3,1979.0,8.0,60.0,3,45000000.0
2.0,3,1,1960.0,4.0,31.4,3,19500000.0
3.0,3,2,2012.0,8.0,105.0,3,73000000.0
2.0,3,2,2012.0,13.0,50.0,3,53000000.0
2.0,7,2,2023.0,2.0,54.0,4,20200000.0
2.0,6,2,2023.0,16.0,60.0,4,30100000.0
2.0,1,1,1982.0,5.0,44.0,1,31000000.0
4.0,2,3,1991.0,2.0,87.0,3,48000000.0
3.0,2,2,2014.0,6.0,87.7,3,61000000.0
2.0,3,2,2023.0,18.0,71.64,4,52000000.0
1.0,2,2,2017.0,11.0,36.0,3,30000000.0
2.0,2,1,1972.0,3.0,52.0,3,38990000.0
1.0,1,1,1963.0,2.0,30.0,3,40000000.0
2.0,2,3,1995.0,7.0,60.0,3,38500000.0
3.0,2,3,1989.0,4.0,72.0,3,46500000.0
1.0,2,2,2015.0,16.0,44.0,3,31000000.0
4.0,5,2,2016.0,2.0,116.6,4,59000000.0
4.0,1,3,1975.0,2.0,79.0,3,49000000.0
2.0,3,3,1977.0,5.0,55.0,3,38200000.0
1.0,0,2,2019.0,12.0,37.0,3,21900000.0
2.0,1,2,1988.0,3.0,54.0,3,33000000.0
1.0,0,3,1993.0,3.0,39.0,1,26000000.0
3.0,1,3,1980.0,4.0,60.0,3,50000000.0
2.0,3,1,1963.0,4.0,40.0,3,26000000.0
3.0,2,3,1965.0,4.0,58.0,3,37000000.0
2.0,2,3,1963.0,4.0,43.0,3,28000000.0
1.0,3,2,2014.0,12.0,40.0,3,33000000.0
1.0,2,3,1964.0,1.0,33.0,3,20700000.0
2.0,3,1,1984.0,5.0,52.0,3,37500000.0
1.0,2,2,2018.0,2.0,45.0,3,35000000.0
2.0,2,3,1971.0,4.0,43.0,3,26000000.0
3.0,0,2,2018.0,5.0,60.0,3,22400000.0
2.0,3,1,1979.0,2.0,53.0,3,38000000.0
4.0,1,2,2009.0,3.0,144.8,3,103000000.0
2.0,1,3,1980.0,2.0,62.5,3,45000000.0
4.0,5,1,1980.0,4.0,82.0,3,53800000.0
2.0,2,3,1991.0,5.0,60.0,3,40000000.0
1.0,2,3,1986.0,2.0,36.0,3,23000000.0
1.0,3,2,2016.0,1.0,18.0,3,12000000.0
2.0,3,3,1961.0,3.0,43.4,3,26900000.0
2.0,3,2,2019.0,3.0,65.0,3,56000000.0
3.0,3,2,2019.0,2.0,105.2,3,117000000.0
3.0,2,3,1993.0,8.0,72.0,3,42000000.0
3.0,2,3,1990.0,2.0,70.0,3,37000000.0
3.0,2,3,1983.0,6.0,68.0,2,35500000.0
3.0,2,3,1990.0,6.0,72.0,3,42900000.0
1.0,3,3,1975.0,6.0,36.0,3,35000000.0
1.0,6,2,2021.0,3.0,33.5,3,23000000.0
1.0,7,2,2010.0,3.0,38.0,3,22500000.0
3.0,1,3,1971.0,1.0,59.0,3,44000000.0
2.0,2,3,1967.0,4.0,47.0,3,29000000.0
2.0,5,1,1989.0,1.0,52.8,3,48000000.0
3.0,0,2,2018.0,9.0,88.0,3,49990000.0
4.0,3,2,2019.0,4.0,121.9,3,105000000.0
1.0,3,2,2015.0,1.0,35.3,1,33000000.0
1.0,2,2,2007.0,7.0,48.0,3,28000000.0
2.0,1,3,1977.0,1.0,42.0,3,27900000.0
2.0,1,2,2024.0,2.0,49.7,4,43000000.0
1.0,2,2,2006.0,2.0,47.0,3,35000000.0
2.0,3,2,2008.0,8.0,60.0,3,60000000.0
3.0,1,3,1970.0,4.0,66.3,3,42000000.0
4.0,3,2,2018.0,10.0,105.0,3,100000000.0
2.0,4,2,2008.0,3.0,65.0,3,26500000.0
2.0,3,2,2023.0,9.0,62.0,4,56500000.0
3.0,3,3,1976.0,5.0,67.0,3,43800000.0
2.0,6,2,2022.0,10.0,60.0,3,32500000.0
2.0,6,2,2019.0,1.0,61.9,3,39000000.0
3.0,5,2,2021.0,2.0,79.2,3,45000000.0
1.0,2,2,2023.0,5.0,43.1,4,30000000.0
2.0,3,2,2013.0,2.0,52.0,3,34000000.0
3.0,5,1,1986.0,1.0,82.0,3,62000000.0
3.0,2,3,1984.0,1.0,70.1,3,65000000.0
1.0,6,2,2022.0,9.0,26.0,4,13700000.0
2.0,3,2,2023.0,7.0,72.21,2,72500000.0
3.0,1,3,1972.0,4.0,64.0,3,39000000.0
2.0,2,3,1995.0,7.0,58.0,3,38490000.0
1.0,3,2,2021.0,13.0,57.0,3,87800000.0
1.0,7,1,1993.0,4.0,34.9,3,22000000.0
1.0,1,1,1962.0,1.0,30.0,3,26000000.0
3.0,5,3,1967.0,5.0,59.0,3,38500000.0
1.0,2,3,2001.0,1.0,54.0,3,38000000.0
3.0,2,3,1983.0,3.0,59.0,1,45000000.0
3.0,3,1,1969.0,1.0,64.0,3,55000000.0
3.0,5,2,2019.0,6.0,73.0,3,38000000.0
2.0,3,2,2019.0,8.0,62.0,3,47500000.0
3.0,3,2,2019.0,2.0,105.2,3,116990000.0
3.0,2,2,2017.0,4.0,95.0,3,59000000.0
1.0,6,1,2013.0,2.0,23.2,1,12500000.0
3.0,0,1,1991.0,1.0,68.7,1,37500000.0
2.0,2,3,1965.0,1.0,44.0,3,28000000.0
1.0,2,3,1985.0,5.0,42.0,3,25500000.0
3.0,4,3,1985.0,4.0,60.0,3,34500000.0
3.0,3,3,1981.0,5.0,59.0,3,41500000.0
3.0,4,1,1980.0,2.0,70.0,3,27000000.0
2.0,2,3,1990.0,8.0,58.0,1,36000000.0
2.0,6,2,2015.0,14.0,110.0,3,36500000.0
3.0,3,2,2012.0,14.0,84.3,3,78000000.0
1.0,1,2,1989.0,5.0,38.6,3,31000000.0
3.0,4,2,2021.0,6.0,76.6,3,41000000.0
1.0,2,3,1989.0,5.0,40.0,3,26900000.0
2.0,1,3,1973.0,4.0,43.0,1,27000000.0
3.0,0,2,2010.0,8.0,86.0,3,45000000.0
3.0,5,1,1962.0,2.0,61.0,3,65700000.0
1.0,1,2,2015.0,5.0,47.0,3,30990000.0
4.0,2,2,2010.0,2.0,92.5,1,57500000.0
2.0,2,3,1964.0,4.0,45.0,3,27000000.0
2.0,3,2,2023.0,7.0,63.0,2,48000000.0
1.0,3,2,2023.0,15.0,30.1,4,27500000.0
4.0,1,2,2023.0,4.0,128.0,1,65000000.0
1.0,3,2,2023.0,3.0,46.0,3,47500000.0
4.0,4,1,1988.0,2.0,80.0,2,45000000.0
1.0,3,2,2023.0,11.0,40.0,3,29000000.0
4.0,3,2,2019.0,7.0,109.0,3,95000000.0
2.0,1,2,2016.0,18.0,60.0,3,36000000.0
2.0,0,2,2022.0,4.0,42.0,3,24800000.0
3.0,2,2,2012.0,2.0,80.0,3,64000000.0
1.0,0,2,2010.0,2.0,50.1,3,34000000.0
2.0,0,2,2023.0,7.0,47.2,4,22200000.0
2.0,2,2,2017.0,3.0,55.0,3,46000000.0
2.0,2,3,1969.0,3.0,55.0,3,32000000.0
2.0,6,2,2022.0,1.0,50.0,3,31000000.0
3.0,1,2,2012.0,18.0,82.0,3,66000000.0
1.0,0,2,2023.0,7.0,40.0,4,20000000.0
2.0,7,2,2008.0,5.0,64.0,3,35000000.0
1.0,1,2,2023.0,3.0,46.87,4,36000000.0
2.0,4,3,1970.0,5.0,45.0,3,30000000.0
3.0,3,1,1974.0,4.0,61.7,3,33990000.0
2.0,3,2,2023.0,5.0,68.28,0,52000000.0
1.0,0,2,2017.0,4.0,42.0,1,24000000.0
2.0,2,2,2008.0,9.0,50.0,1,32000000.0
3.0,7,1,1989.0,5.0,63.0,1,32000000.0
3.0,7,2,2015.0,1.0,74.0,3,41500000.0
3.0,2,2,2008.0,6.0,90.0,3,63000000.0
1.0,4,3,1984.0,3.0,30.8,1,22000000.0
4.0,1,3,1974.0,3.0,74.0,3,68000000.0
1.0,7,2,2017.0,1.0,44.0,3,25000000.0
1.0,5,1,1985.0,5.0,38.0,3,37000000.0
4.0,3,3,1978.0,3.0,82.0,3,48000000.0
2.0,6,2,2018.0,8.0,44.6,3,21500000.0
2.0,6,2,2023.0,2.0,63.0,3,30450000.0
1.0,6,2,2023.0,4.0,26.0,4,13500000.0
2.0,4,3,1987.0,5.0,51.0,3,26999999.0
2.0,4,3,1985.0,5.0,50.7,3,29000000.0
1.0,3,2,2020.0,6.0,40.2,3,41000000.0
3.0,1,3,1978.0,3.0,62.0,1,42500000.0
2.0,4,1,1960.0,2.0,38.0,3,30000000.0
3.0,2,3,1994.0,9.0,76.0,3,55000000.0
2.0,7,2,2022.0,6.0,58.0,3,35500000.0
1.0,2,2,2015.0,16.0,44.0,3,30990000.0
3.0,2,2,2020.0,4.0,60.0,3,50000000.0
5.0,3,3,2001.0,9.0,200.0,3,115000000.0
3.0,3,2,2023.0,2.0,89.6,4,86581000.0
2.0,2,2,2021.0,7.0,65.0,3,45500000.0
1.0,7,1,1995.0,5.0,38.4,3,21000000.0
2.0,2,2,1990.0,2.0,41.8,1,27000000.0
2.0,7,2,2016.0,8.0,67.0,3,32000000.0
1.0,3,3,1970.0,4.0,31.0,3,28990000.0
2.0,5,2,2019.0,2.0,67.0,3,33500000.0
3.0,3,3,1977.0,3.0,60.0,3,40500000.0
2.0,2,2,2005.0,5.0,58.3,3,42500000.0
1.0,5,2,2023.0,1.0,45.0,4,22000000.0
3.0,5,1,1990.0,4.0,72.0,3,67999000.0
3.0,2,3,1969.0,3.0,60.0,1,33000000.0
1.0,6,1,2023.0,1.0,46.96,0,18784000.0
3.0,6,2,2022.0,1.0,121.0,4,117000000.0
4.0,2,3,1994.0,3.0,87.0,3,52000000.0
3.0,3,2,2019.0,5.0,85.0,3,105000000.0
1.0,5,1,1980.0,2.0,44.0,3,45000000.0
2.0,3,2,2013.0,9.0,60.0,3,45000000.0
3.0,3,2,2021.0,8.0,72.0,3,87000000.0
1.0,6,2,2022.0,2.0,43.57,0,17428000.0
1.0,6,2,2022.0,6.0,26.0,3,18500000.0
2.0,3,2,2022.0,9.0,40.3,3,35500000.0
3.0,7,2,2022.0,3.0,71.8,3,62000000.0
3.0,3,2,2021.0,3.0,78.0,3,63000000.0
3.0,2,2,2015.0,5.0,105.0,3,65000000.0
1.0,6,2,2022.0,9.0,31.0,3,21000000.0
3.0,3,3,1970.0,2.0,58.0,1,44000000.0
2.0,3,3,1987.0,6.0,60.0,1,40500000.0
4.0,3,1,1980.0,4.0,112.6,3,82000000.0
5.0,3,2,2015.0,17.0,240.0,3,490000000.0
2.0,3,2,2023.0,3.0,45.4,4,55000000.0
2.0,2,3,1992.0,3.0,49.0,3,31000000.0
4.0,2,2,1996.0,9.0,100.0,3,55500000.0
3.0,3,2,2018.0,1.0,81.0,3,75000000.0
3.0,4,1,2000.0,1.0,69.0,3,48000000.0
3.0,6,2,2019.0,4.0,80.0,3,30500000.0
1.0,6,2,2020.0,11.0,40.0,3,28500000.0
2.0,3,3,1972.0,4.0,43.0,3,29300000.0
1.0,4,3,1991.0,3.0,36.0,3,22500000.0
3.0,2,2,2015.0,9.0,61.0,3,57000000.0
4.0,3,2,2023.0,11.0,160.4,4,174000000.0
3.0,6,2,2022.0,2.0,72.0,0,62000000.0
1.0,7,2,2019.0,5.0,44.8,1,27000000.0
3.0,3,2,2023.0,11.0,95.9,4,115000000.0
2.0,7,1,1970.0,2.0,45.0,1,21000000.0
1.0,3,2,2018.0,4.0,38.0,3,33500000.0
2.0,7,2,2023.0,4.0,45.0,3,33333333.0
3.0,2,2,2007.0,4.0,120.0,3,67000000.0
2.0,3,2,2019.0,8.0,62.0,3,46500000.0
3.0,1,2,2011.0,15.0,143.2,3,65000000.0
1.0,6,2,2013.0,4.0,50.0,3,24000000.0
3.0,2,2,2012.0,5.0,75.8,3,45000000.0
3.0,2,3,1988.0,1.0,72.0,3,43000000.0
2.0,3,2,2023.0,8.0,51.0,4,35000000.0
3.0,3,3,1967.0,3.0,60.0,3,33000000.0
1.0,6,2,2022.0,16.0,38.2,3,25000000.0
3.0,2,2,2018.0,1.0,89.0,4,49000000.0
2.0,3,2,2019.0,19.0,50.0,3,61000000.0
1.0,6,2,2021.0,4.0,28.0,3,21000000.0
4.0,3,1,1981.0,2.0,83.0,3,72000000.0
2.0,3,3,1977.0,2.0,42.1,1,33500000.0
1.0,3,3,1971.0,3.0,34.0,3,26000000.0
3.0,2,3,1990.0,1.0,76.3,3,44500000.0
3.0,2,3,1992.0,3.0,72.0,3,42000000.0
2.0,7,2,2023.0,6.0,69.3,4,30000000.0
3.0,3,2,2022.0,3.0,78.0,3,63000000.0
2.0,6,3,1988.0,2.0,52.0,3,28500000.0
1.0,0,2,2017.0,1.0,42.0,3,20800000.0
3.0,5,1,1990.0,3.0,73.0,3,64000000.0
1.0,2,3,1990.0,5.0,42.0,3,24000000.0
2.0,5,2,2017.0,9.0,80.0,3,77000000.0
2.0,3,2,2023.0,2.0,72.0,4,77000000.0
1.0,6,2,2022.0,9.0,51.0,3,24500000.0
3.0,3,3,1975.0,4.0,63.0,3,40000000.0
2.0,2,3,1969.0,1.0,41.0,3,27000000.0
1.0,0,2,2014.0,3.0,39.0,1,22000000.0
2.0,1,3,1985.0,4.0,58.0,3,39900000.0
4.0,3,2,2024.0,5.0,100.63,4,70000000.0
2.0,3,3,1970.0,1.0,41.0,2,27500000.0
2.0,1,3,1978.0,2.0,45.0,3,30500000.0
3.0,0,2,2022.0,7.0,81.0,3,41000000.0
4.0,3,2,2019.0,12.0,123.8,4,73000000.0
2.0,1,2,2022.0,5.0,70.0,3,69000000.0
1.0,4,0,2016.0,2.0,23.0,3,9000000.0
1.0,4,2,2010.0,3.0,41.0,1,25000000.0
3.0,3,2,2024.0,2.0,93.0,0,64000000.0
1.0,0,2,2018.0,7.0,40.0,3,21111111.0
3.0,5,1,1968.0,4.0,70.0,1,67000000.0
4.0,5,2,2009.0,4.0,139.0,3,145000000.0
1.0,6,2,2012.0,15.0,45.0,3,19800000.0
2.0,4,2,2009.0,5.0,65.0,3,25400000.0
2.0,2,2,2024.0,9.0,46.64,0,26999999.0
2.0,3,1,1970.0,1.0,31.0,3,21700000.0
2.0,2,3,1967.0,4.0,46.0,3,30000000.0
1.0,2,3,1969.0,2.0,33.0,3,22000000.0
3.0,3,3,1976.0,3.0,65.0,3,45000000.0
4.0,5,2,2018.0,5.0,175.0,3,235000000.0
2.0,0,2,2018.0,1.0,55.0,3,29500000.0
3.0,1,2,2012.0,21.0,118.1,3,71000000.0
2.0,6,2,2022.0,2.0,76.0,4,30000000.0
1.0,3,2,2022.0,2.0,47.0,3,42000000.0
6.0,3,2,2006.0,4.0,332.0,3,530000000.0
1.0,1,2,2015.0,9.0,41.6,3,28000000.0
2.0,4,1,1989.0,5.0,44.0,3,30000000.0
1.0,0,2,2015.0,4.0,31.0,3,23000000.0
3.0,6,2,2023.0,12.0,67.0,3,33500000.0
3.0,5,1,1990.0,4.0,72.0,3,68000000.0
3.0,1,3,1978.0,5.0,61.0,3,40000000.0
2.0,0,2,2014.0,2.0,64.0,3,40000000.0
4.0,1,2,2022.0,6.0,106.0,3,150000000.0
1.0,6,2,2019.0,4.0,50.0,3,25000000.0
1.0,1,2,2021.0,12.0,40.0,3,47000000.0
2.0,7,2,2023.0,3.0,53.59,4,23000000.0
1.0,6,2,2023.0,12.0,39.0,3,28500000.0
3.0,3,3,1962.0,4.0,57.7,3,37500000.0
3.0,2,3,1990.0,9.0,78.0,3,51000000.0
4.0,5,2,2022.0,3.0,145.0,3,300000000.0
1.0,6,2,2019.0,2.0,31.0,3,18000000.0
2.0,2,1,1972.0,4.0,42.0,3,19000000.0
2.0,2,3,1990.0,5.0,55.0,3,25700000.0
1.0,0,0,2014.0,6.0,31.4,3,23600000.0
2.0,3,2,2016.0,6.0,71.0,3,52000000.0
2.0,0,2,2022.0,11.0,57.0,3,35000000.0
4.0,2,3,1968.0,4.0,75.0,2,32500000.0
3.0,6,1,1963.0,3.0,60.0,3,34999990.0
3.0,3,2,2022.0,19.0,56.0,3,46500000.0
3.0,2,3,1968.0,4.0,59.0,3,47000000.0
2.0,5,2,2019.0,6.0,57.0,0,21000000.0
2.0,6,2,2022.0,10.0,46.0,3,26500000.0
3.0,3,2,2017.0,10.0,135.0,3,78500000.0
2.0,0,2,2019.0,8.0,60.0,3,40000000.0
3.0,2,2,2014.0,5.0,102.0,3,64700000.0
2.0,3,3,1986.0,2.0,55.0,3,30000000.0
3.0,2,2,2009.0,3.0,98.6,3,59000000.0
3.0,3,2,1979.0,11.0,64.4,3,56000000.0
4.0,5,1,2012.0,6.0,157.0,2,219000000.0
2.0,2,3,1995.0,5.0,56.0,3,35000000.0
4.0,2,3,1987.0,5.0,81.0,3,50800000.0
3.0,5,1,1990.0,4.0,72.0,3,68000000.0
3.0,1,1,1982.0,5.0,70.0,3,55000000.0
3.0,2,1,1964.0,2.0,70.0,3,45000000.0
1.0,0,2,2022.0,1.0,37.0,4,19900000.0
3.0,5,1,1990.0,4.0,72.0,3,68000000.0
2.0,3,3,1977.0,3.0,45.0,3,29000000.0
2.0,3,2,2016.0,7.0,71.0,3,52000000.0
2.0,0,2,2017.0,7.0,60.0,3,39500000.0
2.0,3,2,2007.0,12.0,75.0,3,85000000.0
3.0,3,2,2014.0,6.0,87.0,3,73499000.0
